userName,score,at,content
Reva Nurhakim,1,2020-10-28 18:11:29,"Saya heran sama yang kasih bintang 5 , nih aplikasi mau setahun di tabung juga paling dapet Gocap setahun , survey seminggu sekali sekali survey cuman dapet 1000 perak ampun dah , yg baru pertama download jangan terlalu berharap sama ni aplikasi"
Lian Nasution,5,2020-10-28 06:54:30,"Aplikasinya ok, harus penuh kesabaran dan kejujuran dalam menjawab semua studinya. 🙂"
Indah Wijayanti,1,2020-10-27 12:24:40,"Sbenernya bagus bagus aja sii.. Tapi karna pas mau narik ada admin 5k itu besar banget sii.. Sama aja boong deh kalo misi pertama dibayar 5k eh akhirnya malah diambil juga 5k dengan alasan admin, yaudah aja mending misi pertama gausah ada imbalan biar gada admin🥴🥴🥴. . Bener bener ga worth it dan buang waktu karna sesusah itu dapat uangnya perminggu 1k bayangin🤣"
Tae Gong Sill,1,2020-10-26 10:40:59,"Aplikasi aneh pelit , 1 Minggu cuma 1000 , udah kalo perharinya gak rutin dari awal lagi.. , mending gak usah sekalian.."
Nolep Gaming,2,2020-10-24 14:04:08,"Pas ada popscore,Saldo nya makin susah massa harus 100 popscore, kan GK mungkin Ada yg jawab bener semua pasti ada yg salah, trs klo popscore di bawah 100 Penghasilan saldo Nye dikit makin mls gw maen populix,mending caszine sekali wd langsung 100k,! Perbaiki lah Nanti perbaiki juga bintang nya !!!!!!"
Dinar ASMR,1,2020-10-24 13:29:37,Waduh lama bngt dptin koinnya.nunggu 3 hr cm 1000.udah gitu poling nya cuma 15 saya ngisi surveinya udah lebih dari 15 eh langsung hilang semuanya.g ada sisa survei kitanya.tolong dong min kl poling saya lebih jgn d hilangin atau jgn diambil semua.licik itu namanya.padahal ini aplikasi yg sangat bagus misinya g sulit dlm semua hal termasuk daftarnya jg mudah.tolong diperbaiki lg yah Mimin🤗
Semut Hitam,1,2020-10-24 10:14:38,"Saya pemula jadi baru bisa ngasih bintang 3 dlu.. pertama kali seneng langsung dapet 5k, eh di tunggu makin lama ko 1k seminggu baru dapet studi. Turunkan bintang aja lah, dan yang belum download mendingan gk usah download, penuh""in aja."
Okti Nuraeni,4,2020-10-24 02:23:13,Aplikasi yang bagus. Tapi. Akhir2 ini banyak studi yang tidak bisa dilakukan. Padahal notifikasi dan emailnya masuk.
NAZRUR RAHMAN,3,2020-10-23 03:50:47,Aplikasi nya cemana sih masa gue setiap Minggu setelah mengambil saldo quiz perminggu nya tapi setelah itu selalu loguot sendiri dari akunnya dan harus login lagi
Ociem X,2,2020-10-22 20:52:01,"Survey.nya kelamaan min jgn seminggu sekali nunggu lama bener survey tiap hari gk berhenti dpt study cuma sekali tiap minggu hasilnyapun masih segitu2 aja, minim survey 2 hari sekali lah biar gk lama, biar bisa dapat study.nya 2 hari sekali."
Reski Anisa,5,2020-10-22 15:48:34,Aplikasi Survey yang konkret banget.. Semoga kedepannya lebih bagus lagi. Semoga akunya bertahan di aplikasi ini. Semoga benar benar membayar yaa..
Arnold Imanuel Wongsodihardjo,3,2020-10-22 14:53:19,"Aplikasinya mudah dimenggerti, untuk sementara saya memberikan bintang 3 dulu. Karna baru pertama kali menggunakanya. Nanti kalo misalkan aplikasinya benar membayar & banyak tugasnya seminggu 2-3 kali sehari. Saya akan merubah penilaian saya n saya kasih bintang 5 alias full."
Felika Deri,5,2020-10-22 10:09:26,Sangat menarik dan bagus kalo bisa setiap hari poling disediakan yang lebih banyak lg
Afif Fadhilah,5,2020-10-21 11:20:10,"Sebagai pengguna barunya populix saya cukup terkesan, selain bagus dan bener terpercaya. Walaupun prosesnya lumayan lama tapi tetap membantu juga. Semoga serveinya bisa diperbanyak dan sukses terus buat populix"
Eka Mawarni,1,2020-10-21 09:22:00,"Saya sudah berkali-kali upload foto ktp, tapi selalu tercantumnya data tidak sama, padahal sudah sesuai semua. Tolong segera dibenahi."
Tri Sadayatni,4,2020-10-21 05:04:05,"Aplikasi yang bagus, tp belum bisa partisipasi karena ktp belum terverifikasi😅"
Channel Kampung,1,2020-10-19 06:26:11,"Ada apa ini kok minggu ke 6 ga bisa di klaim sampe 2x nyesel banget gw instal nih apk udah 8 minggu cuma dapet 9k doang ini pun mentok ga bisa dapet lagi, mending aplikasi chaspop aja terbukti membayar, gw udah dapet 50k saldo dana itu pun cepet ga nyampe 3 bulan dapet segitu, btw buat teman"" yg instal apk ini gw jamin nyesel, dan jika apk ini udah di perbaiki nanti akan gw ganti bintangnya, maaf untuk sementara gw uninstal ya, buat pihak apk populik makasih sudah menipu gw, cukup gw aja. TQ"
Falian Anoraga,1,2020-10-18 18:40:37,"Aplikasi pantek gak guna capek aku verifikasi data, Uda 100% malah ga bisa upload. Anjimc !"
Iffa Auuliyah,4,2020-10-17 21:28:52,Untuk sementara bintangnya 4 dulu soalnya baru 3 hari pemakaian. Nanti aku kasih 5 bintang jika sudah menggunakan aplikasih ini cukup lama dan studinya ada banyak hehehe. Pertama kali dicoba udah dapat Rp. 5000 dengan cara isi survei dengan jujur. Semoga kedepannya ada banyak sutudi. Salam sukses selalu :)
Usman Miftahudin,1,2020-10-17 19:01:24,Udh update ktp baru error. Curiga pengambilan data nih. Pokonya kalo ada apa2 bisa salahin pihak populikdiot
Sobat Qurani,2,2020-10-17 04:05:35,sedih banget padahal udah smngat instal apk ini eh udah pas daftar udah tak isi semua dengan lengkap biony pas di up malah eror tak bisa up data gimana nh min
Anastasia Maharani,3,2020-10-16 17:21:47,"Kenapa saya upload KTP selalu salah pada nama padahal data sudah benar? Selalu muncul error terus, mohon solusinya"
April Ianto,1,2020-10-16 16:12:27,"Aplikasi egk jelas udah nunggu sampai satu minggu lebih egk di verifikasi - verifikasi pdhl udh menghubungi castom aplikasi ini ,.saran saya jangn download aplikasi ini karna proses verifikasi nya egk jelas, sya sangat kecewa sudah mendownload aplikasi ini,."
Astri Caturutami,2,2020-10-16 11:45:55,aplikasinya baru mau coba cuman kok ktp saya tidak dapat tervalidasi sih
Ajie Maulana Putra,1,2020-10-16 10:39:05,"Foto sama data ktp udah bener, tapi malah error engga bisa lanjut.."
akbar udin,4,2020-10-16 10:12:55,Mantul mantap betul. Klo bisa surveinya sering-sering.
Euis Anwari,5,2020-10-16 06:21:50,Aplikasi yg ga neko neko cukup isi survey dengan jujur apa adanya. Semoga ada kemajuan kedepanya. Sarannya bisa ditambah nominal pasti banyak yg suka. Terimakasih untuk pembayaran perkenalan sebesar rp 5000. 😊
Akun Baru,5,2020-10-15 06:48:00,"lumayan populis terbukti membayar,tolong surveinya di tingkatkan dan rewardnya🙏,mantap aplikasinya"
Kanosa Official,5,2020-10-15 02:07:24,"Bagus, simple, menarik, apalagi dibuat oleh orang Indonesia, tetap dukung karya anak negeri"
Theo Renaldi Nababan,4,2020-10-15 01:48:37,"Belum coba banyak sih, tapi aku suka tampilan dan fiturnya Simple yet still great"
B. Rahma Putri,3,2020-10-14 17:49:25,Bagus sih. Membayar iya. Tapi aneh tulisan reeward studinya tuh 2000 yang masuk 1000. Terus baru baru ini gitu lagi tulisannya 1000 eh dapet 500 gimana sih? Kok bingung?;)
Sofi Rindu,3,2020-10-14 13:31:35,"Bagus sih aplikasi nya, tapi tolong untuk insentifnya ditambahin dong minn, masak cuman dapet Rp1000 per minggu, minimum penarikan sekarang 50rb, lama dong ngumpulinnya :v Kalau bisa min. 2000/survey, jadi cepet terkumpul, kasih 3 bintang duluu"
Ihat Solihat,5,2020-10-14 13:01:12,Ini aplikasi populix bener2 membayar Lo aku suka ikutin survey nya dan dapet uangnya lumayan lah baru di tarik 20rb rupiah cuma admin nya 5rb jadi masuk rekeningnya 15rb dan penarikannya juga langsung masuk ga lama kaya yg lain 👍
Dua Tujuh,3,2020-10-14 11:28:44,"Bintang 3 dulu karena email sudah lama banget blom terverifikasi, statusnya menunggu terus"
Andi Masna Masna,4,2020-10-14 06:01:31,"Masih sebagai pemula dalam aplikasi ini,, semoga bisa di pahami dengan mudah,, sejauh ini lumayan oke👌☺️"
niki pandawa,5,2020-10-14 04:14:35,Sangat bagus dan membantu prosesnya cukup mudah..terus tambah soalnya supaya bisa dapat lebih banyak uangnya..good job..
Ramlan Alfarhan,5,2020-10-13 17:32:18,"Apakah aplikasi ini masih beneran berbayar, kalau bisa undang teman dapet uang berapa ke, jadi saya bisa tutorial lewat youtube, terimakasih 🙏"
Muhammad Kamir,4,2020-10-13 11:28:13,"alhamdulillah, diawal sudah mendapat 5.000, pas buat yang butuh menambah penghasilan. Yang penting tekun dan sabar"
Ra M,1,2020-10-12 21:50:36,Kasih satu dulu. Soalnya udah tiga hari daftar tapi belum ada study.
Annisa Agustina Putri,3,2020-10-12 21:11:20,"Bagussss , tapi kalo bisa penarikan ditambahkan menggunakan e-wallet seperti DANA agar bisa lebih mudah , tolong ya min masukan dari saya."
Dayendra Sasri,4,2020-10-12 04:51:12,"surveinya menarik, tampilannya seserhana. namun semoga surveinya bertambah banyak dan uang hadiah survei mingguannya ditambahkan lagi. kalau nanti ada perubahan saya full kan bintangnya. 😊"
amr Hbb,5,2020-10-12 03:34:22,Aplikasi nya bagus banget Terbukti membayar Cocok untuk menjadi kerja sampingan Tingkatkan lagi kualitasnya survey nya ya kak Terimakasih
Edy Supriatno,4,2020-10-11 14:11:35,"Sy Jarang dapat survey..dan tdk pernah sy dikirim email bgaimna sy mau kasih bintang 5..nih..? Hanya sekali saja pada saat pendaftaran dan sy sudah lengkapi semua data diri saya..KTP beserta photo..,: mohon sy dibantu mksh"
Sarah Rizky Amalia,5,2020-10-11 09:36:19,"Sangat bagus aplikasi ini, saya pertama kali coba tarik dana di gopay pengirimannya sangat cepat dan langsung masuk di saldo gopay saya. Tapi kalo bisa studinya lebih dibanyakin lagi agar bisa lebih cepat mengumpulkan dananya 😊👍👍👍"
Rizki Ali Maulana,5,2020-10-11 08:48:01,"Saya kasih bintang lima, tapi mohon untuk diperbanyak studinya. Saya selama sebulan ini hanya mengisi studi mingguan saja dan untuk studi hariannya jarang sekali muncul"
Marisa Esadora,4,2020-10-11 00:52:58,"Aplikasi bagus, Bener-bener membayar, tapi saran saya untuk transaksi bank, agar daftar bank nya di tambah kan lagi karena nama bank saya tidak ada disana, terimakasih"
Tishearty,3,2020-10-10 15:58:47,Saya sudah kirim email ke support center untuk verifikasi KTP. Tapi kok belum dibalas juga ya? Padahal saya suka banget aplikasi ini :(
Syatria 22,5,2020-10-10 15:46:14,"Biar pun Bru mencoba,saya kasi 5bintang,karena setiap aplikasi pasti puny kelebihan dan kekurangan"
Eka Purnama,5,2020-10-10 14:44:21,"Ini aplikasi terbaik untuk mengisi pekerjaan sampingan kalian, baru masuk saja sudah dapat saldo 5.000, bahkan tidak harus menunggu waktu berhari hari seperti aplikasi lainnya, sangat berbeda dari aplikasi lainnya, wajib kalian untuk mencobanya"
Panji Supantri,3,2020-10-10 00:39:42,"Aplikasinya bagus, tampilannya bagus, tetapi ad satu permasalahannya, cara mendapatkan surveynya lama kali."
Remmy Dengah,5,2020-10-09 08:41:59,Menyenangkan dapat berpartisipasi dengan aplikasi populix..skaligus bisa belajar dan berlaku jujur lewat aplikasi ini. Maju trus populix
Sri Windy Wahyuni Brahmana 21-039,5,2020-10-09 06:18:12,"Aplikasinya bagus. Tampilannya menarik dan mudah dipahami. Hasilnya langsung dalam bentuk rupiah, tidak koin seperti aplikasi lainnya. Berharap survey dapat membayar dgn harga yg lebih tinggi lagi👍😂"
Emma M,1,2020-10-09 04:49:10,"Setiap saya mau jawab survey di tengah jalan pasti error trus lalu setelah itu saya tidak bisa lagi mengikuti studi,padahal sinyal saya penuh dan bagus tapi selalu aja seperti itu..di tengah jalan selalu stop dan error.. perbaikilah saya merasa kecewa jika seperti ini terus"
wira wiri,5,2020-10-09 04:37:03,Baru mau coba nanti kalau sudah terbukti bagus saya tambah 2 lagi bintangnya ya.. sukses selalu. Sesuai janji saya krna bagus saya tambah lg bintangny.sukses slalu
Roissatul Hikma,4,2020-10-09 04:18:51,"Kasih bintang 4 dulu, soalnya baru banget nyoba. Pertama kali nyoba terus isi polling langsung dapet 5000. Lumayan banget, cuma surveynya kurang banyak....tolong banyakin surveynya lagi dong min. Masa harus nunggu survey mingguan terus, dan survey mingguan harganya ditambahin dong min jangan cuma 1000 hehe...blm bisa wd sih soalnya baru banget nyoba...nanti kalo surveynya udah dibanyakin dan bisa wd kukasih bintang 5."
An Nyaong,5,2020-10-09 03:44:28,saya sangat suka dengan aplikasi populixnya semoga aplikasi populix semakin banyak yang suka agar menjadi lebih sukses dan bisa untuk di jadikan pekerjaan sampingan.
Muh Akbar,2,2020-10-08 22:32:01,"Saya kasi dua karna pada saat saya masuk dan menyelesaikan semua persyaratan nya itu lancar dan saya bermasalah di bagian konsifirmasi Nomor telpon , itu tidak dapat di proses dan saya sdh coba banya nomor dan tetap saya tidak bisa, itu kenapa ya????"
Aria Zama,4,2020-10-08 19:39:07,Bintang 4 dulu kalau terbukti membayar mudah permainan dan pembayaranya saya tambah lagi dan saya rekomendasikan ke teman
Udin Naj,5,2020-10-08 09:04:24,"Apikasinya sangat baguss , cuma kalo bisa banyakin lagi survei survei nya dan misi misinya"
El Kausar,5,2020-10-08 04:34:38,"Keren banget!!!! Gak nyangka ada aplikasi survey kaya gini!! Kenapa baru sekarang tau nyesel!! Buat yg gak ada kerjaan dirumah,cuma rebahan aja,ayo buruan download aplikasi ini kan gak ada salahnya mencoba. Sukses selalu POPULIX."
Sahwa Anisa,5,2020-10-08 03:37:13,"Baguuuusss,,, aplikasinya mudah dan simple untuk dijalankan,, dan dapet penghasilannya langsung dlm bentuk rupiah tidak koin seperti aplikasi lain."
noviana dwi,5,2020-10-07 22:28:06,Tampilannya bagus mudah di mengerti dan ga ribet kya app lain yg harus ini itu di sini kita cukup isi survei doang gan walaupun lama nunggunya tapi enaknya di sini tuh langsung dapet uang bukan berupa point . Cuma belum bisa mastiin berbayar apa engga sih soalnya baru sehari download . Note :Buat login nya harus pake ktp dan harus jujur
Cipino Pino,5,2020-10-07 18:24:48,"Alhamdulillah 100% membayar sudah terbukti,saya sudah wd ke gopay dan wd nya itu tidak lama di situ di tulis harus nunggu 1-3hari eh ternyata Hanya bbrapa menit langsung masuk mksh populix :) Tpi harus bener isi survei nya Jan sampe ngasal ya tmn""!"
Fajar Aditia,4,2020-10-07 17:02:52,"Aplikasi yang rekomendet untuk ngisi Quesioner, dan dikasih reward saldo,......... Mantap👍"
Yuliana Sopian,5,2020-10-07 02:22:25,"Developernya keren ✨😍 Makasih ya developer,,, diwaktu senggang dapet saldo selain itu ada ilmunya juga"
Jun,5,2020-10-06 17:44:26,"keren aplikasinya, tampilannya bagus dan imut, bisa dapet tambahan penghasilan juga dengan isi survey... worth it sekali..."
Al Ghifaary,5,2020-10-06 02:04:49,Bagus dengan adanya aplikasi populix ini saya jadi bisa menambah wawasan dengan menjawab soal setiap harinya sukses selalu populix
DJVT Channel,4,2020-10-05 08:25:51,Saya sangat senang dengan program belajar karena membantu saya mengisi waktu kosong...tingkatkan terus.
Annisa NM,5,2020-10-04 14:09:04,"Tampilan aplikasinya lucu dan penggunaannya mudah, semoga studi yg bisa dikerjakan bsa lebih banyak. Biar dpt penghasilan tambahan disini. Terima kasih Populix"
ade,5,2020-10-04 00:31:00,"Mantap nih aplikasi buat temen2 yang mau dapetin tambahan uang jajan cuma isi survey aja bisa dapat uang,pokoknya recomended deh"
Cuit Hidayat,4,2020-10-03 16:34:05,"Nilai plus aplikasi ini survey kita selalu berhasil dan tampilan nya simpel, tapi kekurangan nya menurut saya reward nya sedikit jangka waktu untuk withdraw membutuhkan waktu yg lama, saran buat developer reward gedein lagi dong, makasih"
Marini Indriaswary,2,2020-10-03 01:12:27,Aplikasi aneeh.. Upload KTP aja susah di bilang data tidak sama dengan yg di input dan KTP...
Eka Suryani,5,2020-10-02 07:04:17,"Terimakasih populix Aplikasi yang benar benar bagus,,langsung bisa di cairin,,gak perlu nunggu lama"
Fikeh Leleh,5,2020-10-01 15:06:45,"Bayarannya lumayan, tiap hari gak sabar menunggu adanya survey baru. Perbanyak surveynya yaa.😄"
Erry Estrada,3,2020-10-01 14:02:12,Saya kasih bintang 3 dulu min. Baru coba pake aplikasi populix ini. Klo bnr2 terbukti berbayar n survey y lancar tidak lemot..baru saya tambahin bintang lagi Terima kasih
Ofay Identico,5,2020-10-01 09:37:25,"Keren... Baru ini nemui aplikasi yang royal. Bentar2 nambahin nominal saldo. Sukses terus populix, semoga semakin banyak lagi study dan nominal saldo yang diberikan. Terima kasih"
Ragil Gani,5,2020-10-01 07:35:14,"Saya senang sekali bergabung dalam apps ini, sering sering memberikan studi yaa.. terimakasih.."
Anhar 7,5,2020-09-30 12:20:23,"Mantap sekali, aplikasi seperti ini yang harus di kembangkan tapi tolong buat studi untuk menambah wawasan dan studinya di perbanyak lagi atau adakan menu lain di aplikasi ini atau buat program referral"
Rudi adoelt,5,2020-09-30 06:28:53,Bermanfaat sekali buat menambah penghasilan tambahan.. Semoga aplikasi ini terus berjalan lancar. Amin ..
Kholiza ASMR,5,2020-09-30 02:54:20,Aplikasi yang sangat bagus semoga bisa menambah pengahsilanku yang lagi nganggur ini Buruan teman teman di instal
Aksara Mecca,1,2020-09-29 22:33:28,"Daftar pake E-KTP. Pas ngefoto e-KTP berkali² gagal padahal udah kefoto. Trus pas ngerjain survei gak bisa, katanya akun belum terverifikasi. Pas masukin ulang foto e-KTP, katanya data udah terdaftar. Terdaftar di akun siapa coba? Orang daftar juga baru pertama kali... Pas diurus ke CS nunggu lama, ribet, suruh nunggu 3 hari tapi setelah 3 hari juga belum bisa dipake isi survei tuh. Aneh."
Malinda Amber Pratiwi,1,2020-09-29 14:09:36,"Saya kecewa setiap studi gak sesuai kriteria terus. Padahal saya udah diundang survei dan saya udah ikuti semua aturan nya sampai saya isi survei studi hingga selesai namun hasil tidak dapat poin karna tidak sesuai kriteria. Admin tolong dong semua orang punya pendapat dan pemikiran yang berbeda. Kita semua juga isi survei beli kouta. Kalo gagal terus, tapi setiap hari diundang studi survei lagi dan isi studinya hingga menunggu rewardnya alhasil tidak masuk kriteria :( :( :("
wahyu saputra,3,2020-09-28 00:47:16,"Sejauh ini masih biasa aja,normal.seperti aplikasi lainya.Next time,kalo udah bisa withdraw saya tambahin bintangnya jadi 5. Terimakasih"
Maheza Bagoes,5,2020-09-27 05:47:25,"baru tau ini aplikasi tampilan user friendly bgt ,surveynya jg mudah,mohon di perbanyak survey tiap harinya"
Boy Revius virtual,1,2020-09-27 01:36:15,Saya gak jadi daftar...karna mau login harus pakek Ktp....saya cemas data ktp saya di pakek denggan tidak pada semestinya auto unistal ne apk
Tonny Orocomna Tonny Orocomna,1,2020-09-27 01:22:40,Semenjak saya mendaftar saya hanya mendapat study satu kali dan hingga saat ini saya belum mendapat study lagi. Saya sangat kecewa suda bergabung di Aplikasi ini😣😔😔😞
acolot_ eko,5,2020-09-26 20:00:54,"Saya suka dengan aplikasi ini, asalkam kita sabar dan pastinya kita akan menguntungkan karna dengan populix semuanya bisa."
